mc_initial,temperature,humidity,mc_final,drying_time,temp_ave,humidity_ave,mc_decay
16.5,30.9,70.0,14.0,6.0,29.97142857,72.14285714,0.416666667
17.0,30.9,70.0,13.5,6.0,29.97142857,72.14285714,0.583333333
16.5,30.9,70.0,13.5,6.0,29.97142857,72.14285714,0.5
15.0,30.9,70.0,13.5,6.0,29.97142857,72.14285714,0.25
15.5,30.9,70.0,13.5,6.0,29.97142857,72.14285714,0.333333333
15.5,30.9,70.0,12.5,6.0,29.97142857,72.14285714,0.5
18.0,29.0,73.0,12.5,6.0,30.64285714,59.14285714,0.916666667
19.5,29.0,73.0,12.0,6.0,30.64285714,59.14285714,1.25
16.0,29.0,73.0,11.5,6.0,30.64285714,59.14285714,0.75
17.0,29.0,73.0,12.0,6.0,30.64285714,59.14285714,0.833333333
16.5,29.0,73.0,12.0,6.0,30.64285714,59.14285714,0.75
19.0,29.0,73.0,12.0,6.0,30.64285714,59.14285714,1.166666667
17.0,29.0,73.0,12.5,6.0,30.64285714,59.14285714,0.75
16.0,29.0,73.0,12.0,6.0,30.64285714,59.14285714,0.666666667
17.5,29.0,73.0,12.0,6.0,30.64285714,59.14285714,0.916666667
19.0,29.0,73.0,12.5,6.0,30.64285714,59.14285714,1.083333333
18.0,28.8,73.0,12.0,6.0,31.31428571,58.57142857,1.0
18.5,28.8,73.0,12.0,6.0,31.31428571,58.57142857,1.083333333
16.5,28.8,73.0,12.5,6.0,31.31428571,58.57142857,0.666666667
17.0,28.8,73.0,12.5,6.0,31.31428571,58.57142857,0.75
16.5,28.8,73.0,12.0,6.0,31.31428571,58.57142857,0.75
16.0,28.8,73.0,12.0,6.0,31.31428571,58.57142857,0.666666667
16.0,28.8,73.0,12.5,6.0,31.31428571,58.57142857,0.583333333
17.0,28.8,73.0,12.0,6.0,31.31428571,58.57142857,0.833333333
17.5,28.8,73.0,12.5,6.0,31.31428571,58.57142857,0.833333333
19.0,28.8,73.0,12.5,6.0,31.31428571,58.57142857,1.083333333
16.0,29.8,74.0,12.0,6.0,30.57142857,61.42857143,0.666666667
15.5,29.8,74.0,12.5,6.0,30.57142857,61.42857143,0.5
15.5,29.8,74.0,12.0,6.0,30.57142857,61.42857143,0.583333333
16.0,29.8,74.0,12.5,6.0,30.57142857,61.42857143,0.583333333
16.5,29.8,74.0,12.5,6.0,30.57142857,61.42857143,0.666666667
16.5,29.8,74.0,12.0,6.0,30.57142857,61.42857143,0.75
18.0,29.8,74.0,12.0,6.0,30.57142857,61.42857143,1.0
15.5,28.7,74.0,11.5,6.37,30.28571429,62.71428571,0.628272251
15.0,28.7,74.0,12.0,6.37,30.28571429,62.71428571,0.471204188
15.0,28.7,74.0,11.5,6.37,30.28571429,62.71428571,0.54973822
16.5,28.7,74.0,10.5,6.37,30.28571429,62.71428571,0.942408377
15.5,28.7,74.0,10.5,6.37,30.28571429,62.71428571,0.785340314
16.5,28.7,74.0,10.0,6.37,30.28571429,62.71428571,1.020942408
16.0,28.7,74.0,12.0,6.37,30.28571429,62.71428571,0.628272251
16.0,28.7,74.0,12.5,6.37,30.28571429,62.71428571,0.54973822
16.0,28.7,74.0,11.0,6.37,30.28571429,62.71428571,0.785340314
16.5,28.7,74.0,12.0,6.37,30.28571429,62.71428571,0.706806283
16.5,28.7,74.0,12.5,6.37,30.28571429,62.71428571,0.628272251
16.5,28.7,74.0,11.5,6.37,30.28571429,62.71428571,0.785340314
17.0,28.5,75.0,12.5,6.0,30.41428571,61.57142857,0.75
18.0,28.5,75.0,12.0,6.0,30.41428571,61.57142857,1.0
17.5,28.5,75.0,12.5,6.0,30.41428571,61.57142857,0.833333333
17.0,28.5,75.0,12.0,6.0,30.41428571,61.57142857,0.833333333
15.5,28.5,75.0,12.0,6.0,30.41428571,61.57142857,0.583333333
15.5,28.5,75.0,11.5,6.0,30.41428571,61.57142857,0.666666667
15.5,28.5,75.0,12.5,6.0,30.41428571,61.57142857,0.5
16.5,28.5,75.0,11.0,6.0,30.41428571,61.57142857,0.916666667
15.5,28.5,75.0,11.0,6.0,30.41428571,61.57142857,0.75
15.5,28.5,75.0,10.0,6.0,30.41428571,61.57142857,0.916666667
17.0,28.8,78.0,12.5,6.0,30.31428571,62.71428571,0.75
16.0,28.8,78.0,13.0,6.0,30.31428571,62.71428571,0.5
16.0,28.8,78.0,12.0,6.0,30.31428571,62.71428571,0.666666667
16.0,28.8,78.0,12.5,6.0,30.31428571,62.71428571,0.583333333
16.5,28.8,78.0,11.0,6.0,30.31428571,62.71428571,0.916666667
16.5,28.8,78.0,11.5,6.0,30.31428571,62.71428571,0.833333333
17.0,28.8,78.0,12.0,6.0,30.31428571,62.71428571,0.833333333
17.0,28.8,78.0,11.0,6.0,30.31428571,62.71428571,1.0
18.5,28.8,78.0,11.0,6.0,30.31428571,62.71428571,1.25
18.0,28.8,78.0,12.0,6.0,30.31428571,62.71428571,1.0
17.0,28.8,78.0,10.0,6.0,30.31428571,62.71428571,1.166666667
16.5,28.8,78.0,10.5,6.0,30.31428571,62.71428571,1.0
16.5,30.0,74.0,12.0,6.0,30.8,62.42857143,0.75
16.0,30.0,74.0,12.0,6.0,30.8,62.42857143,0.666666667
16.5,30.0,74.0,11.5,6.0,30.8,62.42857143,0.833333333
16.0,30.0,74.0,11.5,6.0,30.8,62.42857143,0.75
17.0,30.0,74.0,11.5,6.0,30.8,62.42857143,0.916666667
16.5,30.1,74.0,11.5,5.866666667,31.01428571,62.28571429,0.852272727
16.5,30.1,74.0,12.0,5.866666667,31.01428571,62.28571429,0.767045455
17.5,30.1,74.0,12.0,5.866666667,31.01428571,62.28571429,0.9375
15.5,30.1,74.0,12.0,5.866666667,31.01428571,62.28571429,0.596590909
16.0,30.1,74.0,11.5,5.866666667,31.01428571,62.28571429,0.767045455
17.0,30.1,74.0,12.0,5.866666667,31.01428571,62.28571429,0.852272727
17.0,30.1,74.0,11.5,5.866666667,31.01428571,62.28571429,0.9375
18.0,30.1,74.0,12.0,5.866666667,31.01428571,62.28571429,1.022727273
18.5,30.1,74.0,11.5,5.866666667,31.01428571,62.28571429,1.193181818
16.5,30.1,72.0,12.0,6.0,31.12857143,62.85714286,0.75
16.5,30.1,72.0,11.5,6.0,31.12857143,62.85714286,0.833333333
18.0,30.1,72.0,12.5,6.0,31.12857143,62.85714286,0.916666667
17.0,30.1,72.0,11.5,6.0,31.12857143,62.85714286,0.916666667
17.0,30.1,72.0,12.5,6.0,31.12857143,62.85714286,0.75
16.0,30.1,72.0,11.5,6.0,31.12857143,62.85714286,0.75
16.0,30.1,72.0,12.5,6.0,31.12857143,62.85714286,0.583333333
17.0,30.1,72.0,12.0,6.0,31.12857143,62.85714286,0.833333333
16.0,30.1,72.0,12.0,6.0,31.12857143,62.85714286,0.666666667
16.0,30.0,73.0,12.0,5.666666667,31.17142857,62.14285714,0.705882353
15.5,30.0,73.0,12.5,5.666666667,31.17142857,62.14285714,0.529411765
16.5,30.0,73.0,13.0,5.666666667,31.17142857,62.14285714,0.617647059
17.0,30.0,73.0,12.0,5.666666667,31.17142857,62.14285714,0.882352941
17.0,30.0,73.0,12.5,5.666666667,31.17142857,62.14285714,0.794117647
18.5,30.0,73.0,13.0,5.666666667,31.17142857,62.14285714,0.970588235
17.0,30.0,73.0,13.0,5.666666667,31.17142857,62.14285714,0.705882353
16.5,30.0,73.0,12.5,5.666666667,31.17142857,62.14285714,0.705882353
16.5,30.0,73.0,12.0,5.666666667,31.17142857,62.14285714,0.794117647
17.0,30.7,73.0,13.0,5.65,31.25714286,60.85714286,0.707964602
16.5,30.7,73.0,13.0,5.65,31.25714286,60.85714286,0.619469027
16.5,30.7,73.0,13.5,5.65,31.25714286,60.85714286,0.530973451
16.5,30.7,73.0,12.5,5.65,31.25714286,60.85714286,0.707964602
17.5,30.7,73.0,12.5,5.65,31.25714286,60.85714286,0.884955752
17.5,30.7,73.0,13.0,5.65,31.25714286,60.85714286,0.796460177
18.0,30.7,73.0,13.0,5.65,31.25714286,60.85714286,0.884955752
18.0,30.7,73.0,12.0,5.65,31.25714286,60.85714286,1.061946903
17.0,30.7,73.0,12.5,5.65,31.25714286,60.85714286,0.796460177
16.5,30.7,73.0,12.0,5.65,31.25714286,60.85714286,0.796460177
16.0,30.7,73.0,12.0,5.65,31.25714286,60.85714286,0.707964602
17.0,30.3,70.0,12.0,5.483333333,30.8,60.85714286,0.911854103
18.5,30.3,70.0,12.5,5.483333333,30.8,60.85714286,1.094224924
15.0,30.3,70.0,12.5,5.483333333,30.8,60.85714286,0.455927052
16.5,30.3,70.0,12.0,5.483333333,30.8,60.85714286,0.820668693
16.0,30.3,70.0,12.5,5.483333333,30.8,60.85714286,0.638297872
17.0,30.3,70.0,11.5,5.483333333,30.8,60.85714286,1.003039514
